conf;price;time;rel_err
0100;1129;1.2676988262683153e-05;0.0
0110;2966;6.6140200942754745e-06;0.0
0000;0;4.396017175167799e-06;0.0
1000;70;4.994013579562306e-06;0.0
1100;2528;5.511014023795724e-06;0.08339376359680928
0100;1641;4.992005415260792e-06;0.0
1101;4607;6.22699735686183e-06;0.0
0110;4422;5.309993866831064e-06;0.0
1011;3451;5.862995749339461e-06;0.0
1000;744;5.878013325855136e-06;0.0
1110;4774;6.031012162566185e-06;0.0
1100;1538;5.476002115756273e-06;0.0
1101;5798;5.979003617540002e-06;0.0
1011;3972;5.9549929574131966e-06;0.0
1100;4117;5.3010007832199335e-06;0.0
1100;2698;5.28499367646873e-06;0.0
0000;0;4.125991836190224e-06;0.0
1000;2453;4.658009856939316e-06;0.0
0101;3999;5.2209943532943726e-06;0.0
1110;4919;5.710026016458869e-06;0.0
1000;2098;4.509987775236368e-06;0.0
0001;1382;4.475004971027374e-06;0.0
1110;4485;5.440000677481294e-06;0.0
0111;3611;5.606998456642032e-06;0.0
1101;3102;5.929003236815333e-06;0.0
0101;2551;5.173991667106748e-06;0.0
1100;3076;4.928995622321963e-06;0.0
0001;1649;4.681991413235664e-06;0.0
0011;2353;4.894012818112969e-06;0.19884235614572693
1101;5798;5.867972504347563e-06;0.0
1011;4506;5.645997589454055e-06;0.0
1011;5893;5.597015842795372e-06;0.0
0100;2277;4.4879852794110775e-06;0.0
1001;2689;5.504000000655651e-06;0.0
0100;2271;4.606001311913133e-06;0.03607809847198642
1010;1209;5.695008439943194e-06;0.0
0000;0;4.664994776248932e-06;0.0
1100;3414;4.982983227819204e-06;0.0
0111;4899;5.431997124105692e-06;0.0
1010;2310;5.11997495777905e-06;0.0
1000;2024;4.652014467865229e-06;0.0
0101;2625;4.9349910113960505e-06;0.0
1100;3331;5.257985321804881e-06;0.0
0111;3271;5.4679985623806715e-06;0.0
1110;4966;6.1429745983332396e-06;0.0
1100;1792;4.958012141287327e-06;0.0
0101;4600;4.909001290798187e-06;0.032190195665895226
0110;3966;5.693989805877209e-06;0.0
0000;0;4.289991920813918e-06;0.0
1001;2717;5.089008482173085e-06;0.0
0000;0;4.686007741838694e-06;0.0
1101;3895;5.616020644083619e-06;0.0
0011;4212;5.176989361643791e-06;0.0
1000;523;4.790985258296132e-06;0.0
1101;3260;5.730020347982645e-06;0.28945074106364427
0110;2137;5.128997145220637e-06;0.28432685867381113
0110;3438;5.2470131777226925e-06;0.0
0010;2090;4.917994374409318e-06;0.0
1110;4009;5.784007953479886e-06;0.07690536495510016
0011;4469;5.214998964220285e-06;0.0
0000;0;6.801012204959989e-06;0.0
1001;2537;5.908019375056028e-06;0.0
1000;1235;4.761008312925696e-06;0.0
1110;4289;5.69602707400918e-06;0.0
1101;6226;5.823996616527438e-06;0.0
1100;4371;4.9679947551339865e-06;0.0
1001;3162;5.208014044910669e-06;0.0
1011;4275;5.662994226440787e-06;0.0
0000;0;4.134984919801354e-06;0.0
1101;5282;5.71901910007e-06;0.0
1001;2301;5.209993105381727e-06;0.0
1011;2861;5.9549929574131966e-06;0.0
1010;2542;5.2170071285218e-06;0.0
0000;0;4.456989699974656e-06;0.0
0111;2904;6.0219899751245975e-06;0.0
0011;3721;5.6680000852793455e-06;0.0
1110;5098;5.6759745348244905e-06;0.0
1101;3681;5.740992492064834e-06;0.0
1011;5150;5.477981176227331e-06;0.0
0010;1548;4.970002919435501e-06;0.0
1100;3244;5.223002517595887e-06;0.0
1011;5633;5.816982593387365e-06;0.0
0000;0;4.259985871613026e-06;0.0
0100;1872;4.5660126488655806e-06;0.0
1110;6606;5.499983672052622e-06;0.0
0101;2533;5.3019903134554625e-06;0.0
0001;2283;4.612986231222749e-06;0.0
1000;161;5.26200165040791e-06;0.0
0100;927;4.851986886933446e-06;0.0
1110;4276;5.72801218368113e-06;0.05544510713496797
1101;3363;5.663983756676316e-06;0.0
0111;3770;5.629990482702851e-06;0.0
0001;1160;4.6470086090266705e-06;0.0
1001;1910;5.10999234393239e-06;0.0
1011;5212;5.607987986877561e-06;0.0
1101;2751;5.631998647004366e-06;0.0
1100;3901;4.973000613972545e-06;0.0
0010;1487;4.578003427013755e-06;0.0
0111;4088;5.506008164957166e-06;0.0
0001;1936;4.983972758054733e-06;0.0
0111;5818;6.032991223037243e-06;0.0
0110;3402;5.186011549085379e-06;0.0
0001;1289;4.881992936134338e-06;0.0
0101;2691;5.657988367602229e-06;0.0
0100;2173;5.211011739447713e-06;0.0
0110;3248;5.0289963837713e-06;0.0
1001;3340;5.482987035065889e-06;0.0
1010;3497;5.343987140804529e-06;0.0
1110;5201;5.4879928939044476e-06;0.0
0010;1867;4.740984877571464e-06;0.0
0111;5518;6.032001692801714e-06;0.0
0010;2413;4.620000254362822e-06;0.0
0101;3499;5.219975719228387e-06;0.0
1011;3567;6.32100272923708e-06;0.0
1110;5403;6.108981324359775e-06;0.0
1010;3213;5.390989826992154e-06;0.0
0001;2445;5.3889816626906395e-06;0.0
0000;0;4.792993422597647e-06;0.0
0101;2993;5.23999915458262e-06;0.0
0110;3018;6.24597305431962e-06;0.0
1110;4255;6.387999746948481e-06;0.0
1010;4162;5.8889854699373245e-06;0.0
1011;5875;9.588984539732337e-06;0.0
1000;2120;5.195994162932038e-06;0.0
0101;3619;5.907000740990043e-06;0.0
0000;0;4.898000042885542e-06;0.0
0101;3980;5.587004125118256e-06;0.09811919329254476
0010;2364;5.4349948186427355e-06;0.0
0101;3248;6.090005626901984e-06;0.0
1011;5691;6.997986929491162e-06;0.0
0110;2980;6.378017133101821e-06;0.0
1011;4369;7.1020040195435286e-06;0.0
0101;926;6.391986971721053e-06;0.1288805268109125
0110;3184;5.29800308868289e-06;0.10486364914253585
1101;4346;1.2336007785052061e-05;0.0
0011;1822;9.634997695684433e-06;0.0
1110;2302;7.695984095335007e-06;0.0
0010;1390;4.952977178618312e-06;0.3070787637088734
0010;1055;5.7819997891783714e-06;0.0
1101;5086;5.644978955388069e-06;0.0
1110;1535;6.183981895446777e-06;0.0
1110;6234;6.0140155255794525e-06;0.0
0111;2455;6.10999995842576e-06;0.0
0000;0;4.517001798376441e-06;0.0
0000;0;5.359004717320204e-06;0.0
0011;4195;6.326998118311167e-06;0.01410105757931845
1101;4518;7.066002581268549e-06;0.0
1101;3482;6.010988727211952e-06;0.0
0010;2446;5.943991709500551e-06;0.0
1011;3000;6.104004569351673e-06;0.0
1011;3714;6.829999620094895e-06;0.0
0010;2197;5.28499367646873e-06;0.11518324607329843
1100;475;6.54099858365953e-06;0.0
1100;3621;6.025016773492098e-06;0.0
1100;1777;5.592999514192343e-06;0.0
1101;4059;6.284972187131643e-06;0.0
1001;3232;5.969981430098414e-06;0.0
1011;3786;8.454982889816165e-06;0.06449221645663454
0100;2444;5.381996743381023e-06;0.0
0110;2201;5.031994078308344e-06;0.0
1000;1118;4.572997568175197e-06;0.0
0000;0;4.10401844419539e-06;0.0
1101;3883;6.213027518242598e-06;0.0
0110;4042;5.673995474353433e-06;0.0
1100;1609;6.165995728224516e-06;0.0
0100;1314;5.163019523024559e-06;0.0
1010;2148;5.264009814709425e-06;0.35918854415274465
1110;4900;6.221001967787743e-06;0.0
1101;5957;6.5820058807730675e-06;0.11499034318823355
0010;2489;5.424983100965619e-06;0.0
0010;2439;5.797017365694046e-06;0.0
1100;3785;5.911017069593072e-06;0.0
1101;4835;2.13639868889004e-05;0.0
0001;103;7.71501800045371e-06;0.0
1010;4005;5.908019375056028e-06;0.0
0110;2094;5.361012881621718e-06;0.0
0000;0;4.157976945862174e-06;0.0
0101;3683;5.104986485093832e-06;0.0
0110;3396;5.126988980919123e-06;0.06291390728476821
1011;4842;5.640991730615497e-06;0.0
1101;3664;5.92600554227829e-06;0.00785269428648795
1110;3798;6.191025022417307e-06;0.0
0000;0;4.8749789129942656e-06;0.0
1011;4391;6.2610197346657515e-06;0.0
1101;3600;6.385002052411437e-06;0.0
1100;3084;5.873996997252107e-06;0.0
0011;4249;6.000016583129764e-06;0.0
0010;636;5.2010000217705965e-06;0.0
0111;2577;6.173999281600118e-06;0.0
1101;5838;6.286019925028086e-06;0.0
0101;3129;5.7470169849693775e-06;0.0
0110;3419;6.02900399826467e-06;0.2944696657036731
1101;4084;6.179005140438676e-06;0.0
0001;1181;5.284004146233201e-06;0.0
1101;3584;5.845999112352729e-06;0.0
1001;1991;5.512003554031253e-06;0.0
0111;6201;1.3843004126101732e-05;0.0
0110;2525;5.7670113164931536e-06;0.0
0011;3098;5.0810049287974834e-06;0.0
1001;2965;5.908019375056028e-06;0.0
0000;0;4.631001502275467e-06;0.0
0100;2493;5.279987817630172e-06;0.0
0111;4392;6.66698906570673e-06;0.0
0000;0;4.1990133468061686e-06;0.0
1000;2209;4.649016773328185e-06;0.0
0011;2230;5.0219823606312275e-06;0.0
0000;0;4.164990969002247e-06;0.0
0100;1992;4.7800131142139435e-06;0.0
1101;2582;6.098009180277586e-06;0.0
0001;924;4.647998139262199e-06;0.0
0101;3052;5.317007889971137e-06;0.18089103596349973
0000;0;4.612986231222749e-06;0.0
1000;1537;5.371024599298835e-06;0.2549684924866699
1101;3013;5.9889862313866615e-06;0.0
0000;0;4.246976459398866e-06;0.0
0000;0;4.361994797363877e-06;0.0
0100;1742;5.731999408453703e-06;0.0
0010;1664;4.770990926772356e-06;0.0
0010;2403;4.697998519986868e-06;0.0
1100;2193;5.604000762104988e-06;0.0
1001;1648;5.487003363668919e-06;0.0
0101;2260;6.421003490686417e-06;0.0
1101;4469;6.071000825613737e-06;0.04016323024054983
0100;1185;5.317007889971137e-06;0.0
0110;3714;5.442998372018337e-06;0.0
1000;1360;5.053007043898106e-06;0.0
1000;365;5.7470169849693775e-06;0.0
1110;4730;5.815993063151836e-06;0.0
0100;184;5.118985427543521e-06;0.0
1011;6260;6.629008566960692e-06;0.0
1011;4385;6.638001650571823e-06;0.0
1110;5391;7.163005648180842e-06;0.0
1110;5007;7.038004696369171e-06;0.0
1110;5406;5.987007170915604e-06;0.030139935414424113
1101;3265;6.779999239370227e-06;0.0
0100;2013;5.023000994697213e-06;0.0
1000;1598;5.070003680884838e-06;0.0
1101;5384;6.138987373560667e-06;0.0
1010;3796;6.018002750352025e-06;0.0
0010;1410;4.917004844173789e-06;0.0
1110;4660;6.096001015976071e-06;0.0
0111;5359;6.0680031310766935e-06;0.0
0001;1462;4.8869987949728966e-06;0.0
0010;2500;5.7150027714669704e-06;0.0
1100;3195;5.269015673547983e-06;0.0
0011;3293;4.989997250959277e-06;0.0
1101;5771;5.484995199367404e-06;0.0
0101;2685;5.206995410844684e-06;0.12796362455342644
1001;3429;5.220004823058844e-06;0.0
1001;3215;4.994013579562306e-06;0.23141286158259622
0000;0;4.169007297605276e-06;0.0
1110;3458;5.579990101978183e-06;0.0
0110;2362;4.664994776248932e-06;0.0
0001;1545;4.603993147611618e-06;0.0
0000;0;3.9869919419288635e-06;0.0
0111;1617;6.613990990445018e-06;0.0
1101;2857;5.993002559989691e-06;0.0
1110;3779;5.496985977515578e-06;0.0
1100;3231;4.973000613972545e-06;0.0
0101;3824;4.8810034058988094e-06;0.0
0111;4644;6.171001587063074e-06;0.018804141136699766
1110;5503;5.6610151659697294e-06;0.0
1110;1874;5.604000762104988e-06;0.0
1010;4072;5.045993020758033e-06;0.0
0110;3880;4.9889786168932915e-06;0.019706922688226377
0100;1140;4.636996891349554e-06;0.0
0101;2722;5.098991096019745e-06;0.0
0101;2627;5.062000127509236e-06;0.0
0111;5049;5.66698145121336e-06;0.1552618370419943
1100;1924;5.049980245530605e-06;0.0
1110;5039;5.648995283991098e-06;0.0
0101;3962;4.918983904644847e-06;0.0
0110;2307;4.998000804334879e-06;0.0
1001;2521;5.0539965741336346e-06;0.0
0011;3216;5.115987733006477e-06;0.0
0110;4054;5.098001565784216e-06;0.0
1101;4788;5.739013431593776e-06;0.0
0100;631;4.501984221860766e-06;0.0
1110;4297;5.827983841300011e-06;0.0
0110;3135;5.333014996722341e-06;0.14367659109532915
0010;875;5.054025677964091e-06;0.0
0100;2326;5.242996849119663e-06;0.0
1010;3373;5.290989065542817e-06;0.30381836945304436
0000;0;4.47299680672586e-06;0.0
0111;3425;5.947978934273124e-06;0.0
1011;6263;5.877984222024679e-06;0.0
0011;1167;5.2470131777226925e-06;0.0
1101;3583;5.551992217078805e-06;0.0
1110;5250;5.825975676998496e-06;0.0
1010;2664;5.376001354306936e-06;0.0
0001;1379;4.7879875637590885e-06;0.0
1011;5836;5.518988473340869e-06;0.0
0011;3531;5.039997631683946e-06;0.1368858469811782
1101;4659;5.759997293353081e-06;0.0
1010;3682;5.075009539723396e-06;0.0
1001;1745;5.098991096019745e-06;0.0
0110;3973;5.086010787636042e-06;0.0
1011;3620;5.727983079850674e-06;0.0
0101;2370;5.128997145220637e-06;0.0
0000;0;4.3679901864379644e-06;0.0
1110;3488;5.418987711891532e-06;0.0
0100;2038;4.551984602585435e-06;0.0
0010;1479;5.272013368085027e-06;0.12536960378474277
1101;5361;5.7019933592528105e-06;0.0
0101;4215;5.160982254892588e-06;0.0
1000;2494;4.759989678859711e-06;0.0
1100;2488;5.1539973355829716e-06;0.0
1010;3091;5.240988684818149e-06;0.0
1011;4642;5.704001523554325e-06;0.0
1100;4132;5.1000097300857306e-06;0.0
1101;3391;5.472975317388773e-06;0.0
1101;3346;6.1019964050501585e-06;0.0
1000;2268;4.614994395524263e-06;0.0
1101;3137;5.542009603232145e-06;0.0
1011;4790;7.63099524192512e-06;0.267808009782941
1000;1101;4.693982191383839e-06;0.0
1011;4756;5.532026989385486e-06;0.0
0100;2247;4.663976142182946e-06;0.0
1001;1712;5.1330134738236666e-06;0.0
1001;2863;5.406007403507829e-06;0.0
1001;3700;5.330017302185297e-06;0.0
0000;0;4.269997589290142e-06;0.0
1011;4628;5.744019290432334e-06;0.0
1101;6067;5.759997293353081e-06;0.0
1100;4279;5.025998689234257e-06;0.0
1011;2679;5.786016117781401e-06;0.0
1001;3176;5.553010851144791e-06;0.0
0011;3162;5.237990990281105e-06;0.0
0001;2265;4.745001206174493e-06;0.0
0111;5239;5.608017090708017e-06;0.0
1000;2411;4.677975084632635e-06;0.0
1110;6225;6.0340098571032286e-06;0.0
1001;4050;5.225010681897402e-06;0.0
1001;701;5.35600702278316e-06;0.0
1110;3559;5.4800184443593025e-06;0.02466429158673609
0101;2896;5.412002792581916e-06;0.0
0101;2488;4.914996679872274e-06;0.0
0111;2961;5.578011041507125e-06;0.0
1101;6125;5.490001058205962e-06;0.0
0010;1570;4.572997568175197e-06;0.0
0110;2305;5.075999069958925e-06;0.011154011154011155
0101;2637;5.5889831855893135e-06;0.0
0111;2560;5.509995389729738e-06;0.0
0011;3083;5.17201260663569e-06;0.0
1001;4388;4.9219815991818905e-06;0.0
0101;3753;5.0539965741336346e-06;0.13644730786930512
1011;4628;5.577981937676668e-06;0.0
0000;0;4.069006536155939e-06;0.0
1110;3575;5.642010364681482e-06;0.0
0101;2564;4.891015123575926e-06;0.0
1110;4668;5.663983756676316e-06;0.0
1011;5103;5.316018359735608e-06;0.0
1101;2111;5.468027666211128e-06;0.04695259593679458
0101;3130;5.0330127123743296e-06;0.0
1010;1442;4.973000613972545e-06;0.0
1101;4826;5.385983968153596e-06;0.0
0101;3366;4.880974302068353e-06;0.0
1001;2311;5.0000089686363935e-06;0.0
1001;2123;5.109002813696861e-06;0.038060715903942
0101;3260;5.223992047831416e-06;0.0
0011;2384;4.951987648382783e-06;0.0
0000;0;3.981986083090305e-06;0.0
0010;348;4.629022441804409e-06;0.0
0100;1726;4.484987584874034e-06;0.2024029574861368
0111;5608;5.50498953089118e-06;0.0
1101;3533;5.4359843488782644e-06;0.0
1001;2647;4.99398447573185e-06;0.21267102914931588
1001;3610;5.227979272603989e-06;0.0
1110;3383;5.492009222507477e-06;0.0
0100;1499;4.530011210590601e-06;0.0
0101;3491;4.942005034536123e-06;0.0
1011;6805;5.987996701151133e-06;0.009605588706156309
0011;2637;4.986010026186705e-06;0.0
0111;3842;5.609996151179075e-06;0.0
0000;0;4.0320155676454306e-06;0.0
1011;4059;5.453999619930983e-06;0.0
0010;2463;4.512985469773412e-06;0.0
1101;1622;5.459005478769541e-06;0.0
1100;804;4.785979399457574e-06;0.0
0110;3606;5.094014341011643e-06;0.05700836820083682
0000;0;4.070985596626997e-06;0.0
1101;6366;5.565991159528494e-06;0.0
1000;2024;4.578992957249284e-06;0.0
1100;2882;4.949979484081268e-06;0.0
1101;2834;5.636014975607395e-06;0.11823273179838208
0110;4021;4.87102079205215e-06;0.0
0001;2385;4.411005647853017e-06;0.0
1101;2628;5.317007889971137e-06;0.0
0111;4592;5.326000973582268e-06;0.12282712511938873
1110;3527;5.81899075768888e-06;0.1401755241345685
1010;3640;5.302019417285919e-06;0.0
0111;3100;5.4810079745948315e-06;0.0
1011;3466;5.417008651420474e-06;0.1806146572104019
1011;4939;5.529000191017985e-06;0.0
0000;0;3.936002030968666e-06;0.0
0010;396;4.550995072349906e-06;0.0
0111;4302;5.319016054272652e-06;0.07324429125376992
1010;2881;5.025998689234257e-06;0.06186909801367633
0101;3785;5.102978320792317e-06;0.0
1100;2984;6.665999535471201e-06;0.0
0100;1839;4.556990461423993e-06;0.0
0111;3686;5.413981853052974e-06;0.0
1000;2376;4.4009939301759005e-06;0.0
1001;3811;4.973000613972545e-06;0.0
1001;1980;5.057983798906207e-06;0.0
1000;1800;4.936999175697565e-06;0.0
1000;1360;4.539993824437261e-06;0.0
0110;2298;5.063018761575222e-06;0.0
0010;2400;4.4679909478873014e-06;0.0
1011;1800;5.537003744393587e-06;0.0
0111;5135;5.779002094641328e-06;0.0
0111;4896;5.406996933743358e-06;0.0
1100;3688;4.875997547060251e-06;0.0
1110;3829;5.476002115756273e-06;0.0
0000;0;4.061002982780337e-06;0.0
0011;4611;4.84500196762383e-06;0.0
