conf;price;time
1111010111;6515;0.08605453799827956
1110111011;7842;0.09540020499844104
0101111111;9119;0.1139399750099983
1010110111;8050;0.1085725330049172
1011010111;7726;0.10474701499333605
1110111001;9269;0.12729115301044658
0110111111;9119;0.12358189799124375
1110111010;9394;0.13285465000080876
1111101100;9776;0.12674104899633676
1111101011;7501;0.10029176602256484
1101010011;10069;0.14758688298752531
1011111001;9567;0.13842816100805067
1111011011;7461;0.10428108801716007
1010011111;9128;0.11928303199238144
0011101111;8953;0.11573973699705675
1001111011;10810;0.1361185830028262
1010111101;9464;0.11876392099657096
1101110011;9952;0.14394849000382237
1101101110;8495;0.1034823739901185
1111110100;8770;0.11927263101097196
0111010111;9542;0.12994785699993372
0111111010;8302;0.10186353599419817
1010110111;8879;0.11362282899790443
1001110111;9894;0.13342413699137978
1011100111;9352;0.1201539280009456
0111101011;9607;0.13305068798945285
1100101110;10466;0.1382045409991406
1011011011;7881;0.1040810779959429
1011101111;8537;0.13954359400668181
1110111100;8735;0.12053280798136257
0111100111;7292;0.10775491801905446
1011110011;8207;0.13326040998799726
1011010111;8373;0.12211277798633091
0111010111;10350;0.15835654400871135
1111111010;9058;0.13091842900030315
1111101110;6607;0.10512661701068282
1011100111;8876;0.14536105902516283
1111010011;7591;0.1141706430062186
0011101111;8900;0.13196105399401858
1111101101;8204;0.12383379499078728
1111010111;7689;0.10271589699550532
0111011111;7866;0.10779777698917314
1111110100;8754;0.11836956700426526
1101111101;9088;0.11117286098306067
1101111010;7900;0.09452215701458044
1111000111;8476;0.12799023202387616
0111111100;10141;0.13631800300208852
1010101111;8048;0.10159530999953859
1110110101;10749;0.1309321910084691
0101110111;9609;0.11814851299277507
1010111111;8264;0.09900556900538504
1101111001;6396;0.07943731598788872
1110101011;10433;0.12577609601430595
1111100011;9217;0.11148929601768032
0101111110;10307;0.12274356899433769
1111110100;10624;0.1310968670004513
0111111010;9654;0.11778227399918251
1111100011;7907;0.09360357499099337
1111100111;8195;0.09256611298769712
1010111110;7136;0.08593872000346892
1111010110;9051;0.11145983898313716
1111010101;9673;0.12223550002090633
0101101111;9274;0.10818086200742982
0111011110;9739;0.11236167399329133
1111100101;7994;0.09422296300181188
1111101001;7795;0.0945277490245644
1111010011;8917;0.10468140902230516
1001111011;8205;0.09608049999224022
1111110110;6682;0.07644457701826468
0101110111;11897;0.13969312599510886
0011111011;7981;0.09210680000251159
0111101101;9418;0.11321959100314416
1111010111;7108;0.08472718897974119
1110110110;8225;0.09585033898474649
1110111110;7856;0.08816292000119574
1111001011;9638;0.11757525699795224
1110101101;7082;0.08016871102154255
1111110001;10215;0.11800529298488982
0111001111;8877;0.10673814397887327
1111010110;10785;0.1335382719989866
1110101111;6890;0.0797239730018191
1111011011;7765;0.08758099100668915
1110110111;9221;0.10447069798829034
1111100110;9852;0.11655291201896034
1000111111;7419;0.08953430299879983
1010111110;9904;0.11395076400367543
1110101011;9282;0.10731676602154039
1111011001;9417;0.11441560299135745
1111110010;9673;0.11543195901322179
0111111100;7400;0.09143538199714385
0110101111;10212;0.1269560159998946
1011011011;8563;0.10004818902234547
0111100111;8253;0.11696669200318865
0111011110;9964;0.13077002600766718
1101110011;9121;0.10877162899123505
1001011111;10711;0.13521554300677963
1011111110;8505;0.0999056400032714
0101111011;8293;0.09795045500504784
1100110111;7318;0.08607885599485599
1010101111;10019;0.11899144601193257
1010011111;9839;0.11526743599097244
1111101010;7929;0.09301462699659169
0001111111;7616;0.08926304700435139
1101101111;8936;0.10064414699445479
1001110111;9514;0.11508576199412346
1110110011;10356;0.12457896798150614
1100111101;8921;0.10877085299580358
1111011110;8910;0.10298605498974212
1110001111;6379;0.07419074900099076
1010110111;8146;0.09632188698742539
0111111010;10929;0.1284579419880174
0111110110;8747;0.10578729899134487
0010111111;9316;0.1111933900101576
1100111110;8706;0.10277542099356651
0110111110;9014;0.10833051399094984
1111001110;9756;0.11634419599431567
1011111110;7710;0.08713322397670709
1110010111;9504;0.1096152649843134
0101111111;8222;0.09148010201170109
1111111000;9736;0.11460225601331331
1011011111;7385;0.0885663100052625
1001111111;8499;0.0938020310131833
0111001101;9322;0.11125359899597242
1011110010;8823;0.10961099999258295
0011101111;7797;0.09057425701757893
1101110101;9666;0.11642179699265398
1111010111;8676;0.10139274699031375
0111110111;8013;0.09349062098772265
1001111011;9170;0.10766094198334031
1111110011;7540;0.08997926799929701
1011011011;7456;0.09299337901757099
1111100101;8541;0.10243928799172863
1001111011;10433;0.12459074499201961
1111011110;8919;0.10216302901972085
0111111010;7976;0.09617353498470038
0111101011;7762;0.09723860400845297
0111110101;7462;0.08789086499018595
0011110111;10620;0.1259871460206341
0111111010;9633;0.11549119700794108
1011111001;8630;0.10734573801164515
0111111001;9049;0.1179954829858616
1111010011;9838;0.12517386098625138
0111101111;8922;0.10675382800400257
1011110011;7962;0.09734736700193025
1111110110;6482;0.07903322999482043
0101101111;9531;0.1125928380060941
1101110110;9040;0.11044992299866863
0101110111;7793;0.09111733501777053
0111110111;8099;0.09277108500828035
1100111111;5883;0.06624152700533159
1101101110;10053;0.11643758401623927
1111101001;8705;0.10254075401462615
0111011101;9935;0.1185068880149629
0110111110;8286;0.0992422059935052
1101101011;8789;0.10444284402183257
1111001101;8803;0.10891630200785585
0110111110;9678;0.11271785601275042
1111001110;8871;0.10478459898149595
0011111111;6920;0.08149150299141183
1011011110;9879;0.1187302700127475
0111001111;9976;0.11947981402045116
0111111001;9936;0.1155212520097848
1111101010;7752;0.09031289600534365
0111111101;8759;0.10138600700884126
1101111101;9633;0.11428532699937932
1011110111;7771;0.09262495502480306
0111010111;8807;0.10710609500529245
0110111111;8202;0.09491598399472423
1111011100;7623;0.09011493300204165
1101010111;8363;0.09692791898851283
1101110011;6947;0.08095183302066289
1010111110;8876;0.10296869699959643
1101110111;7873;0.08586342100170441
1111111000;9645;0.11628510401351377
1101011101;9246;0.11271678798948415
1111100111;8832;0.09754705999512225
1111011101;7514;0.08810749198892154
1010101111;8994;0.10846474199206568
1101011110;9299;0.10953254101332277
1111110001;8627;0.1004755959729664
1001111110;8682;0.1056468210008461
1110101111;6210;0.06787173901102506
0111010111;9376;0.11880994899547659
1010111101;8688;0.104514256992843
1101110011;7146;0.09027798898750916
1101111100;8031;0.09931795101147145
0101111011;9988;0.11727313001756556
0011110111;9102;0.10966617899248376
1110111010;8940;0.11612598100327887
1001101111;9342;0.11774744698777795
1010011111;8756;0.10895200297818519
0011101111;10231;0.13006451501860283
0101111110;9227;0.11423387299873866
1110101011;7035;0.09066785901086405
1100111110;10334;0.12570583799970336
1110111010;10342;0.13069563699536957
1011111100;8255;0.09812141399015673
1011101110;11161;0.12822174100438133
0111110111;7669;0.09070374301518314
1010111111;8417;0.10008051097975112
1110100111;9689;0.11281105698435567
1111110001;8290;0.09427785497973673
0100111111;8738;0.1028581909777131
1110110111;7599;0.08680821600137278
0011101111;9365;0.11176572597469203
0111111110;7997;0.08973337998031639
1111101001;7712;0.09025083301821724
0111111001;7439;0.08889717300189659
1100111111;7713;0.0922588309913408
1110011011;8315;0.09896924498025328
1101111010;7522;0.08996465199743398
1001011111;8040;0.0951706460036803
1101111100;9190;0.107962836016668
1001111101;9171;0.10785697199753486
1011010111;7960;0.09017194499028847
1101111010;9443;0.11008448401116766
0110101111;10385;0.12974782602395862
1111111010;7927;0.09553336500539444
1101101110;9962;0.12393438399885781
1011011110;9471;0.11102985302568413
0111111110;7108;0.08293203500215895
1001111101;10342;0.13056379798217677
0111100111;8417;0.10968597998726182
1011011101;9210;0.11492870698566549
1111010110;8052;0.09687342299730517
1100111110;9937;0.11400001498986967
1111100111;6403;0.0746733249980025
1001101111;10138;0.12040422097197734
1110100111;10026;0.11616935499478132
1110111001;8264;0.09893309301696718
0110111110;6805;0.0808722689980641
1100111110;10876;0.1286140400043223
0011111111;6974;0.07742587401298806
1110011110;11164;0.12996971199754626
0101111111;6937;0.07950247399276122
1001101111;7607;0.08903462797752582
1011011101;8648;0.11507765098940581
1110101101;10069;0.12607686899718828
1011111001;9101;0.11424787397845648
0111011101;8341;0.10408890401595272
0011111011;10411;0.13151091799954884
0111101101;6405;0.07881496401387267
1111001101;7075;0.08430137901450507
1111111001;8026;0.09407669401844032
1110111110;8019;0.09141290799016133
1111011001;8282;0.10017611001967452
0110011111;10265;0.12298018901492469
1010111111;6972;0.07707547300378792
1110011101;10647;0.12577087798854336
0111101110;10450;0.12307006301125512
1111101001;8777;0.10497999901417643
1111001011;7829;0.09556106000673026
0011011111;10072;0.1193563059787266
1010110111;8666;0.10651608498301357
1111110100;9212;0.10777458298252895
1111011110;8417;0.09784769298858009
0110111110;8217;0.10060733399586752
1001111110;8672;0.10314738299348392
1011111100;9157;0.11225065900362097
1001011111;10524;0.1268419309926685
0111101111;8006;0.09133293500053696
1011110101;8771;0.10113016699324362
1101101110;7764;0.09177472398732789
1101100111;6917;0.08294158399803564
1101011101;10094;0.11339358298573643
1101010111;10658;0.12695388801512308
1110110110;6755;0.07706728400080465
1001110111;11079;0.13100487098563462
0111011111;8612;0.09755644699907862
0111110101;9000;0.10567424600594677
0101011111;9576;0.11094670600141399
0011111101;10200;0.12243112499709241
0110111111;7904;0.09139436698751524
0101111110;7099;0.08349194299080409
1111111001;8989;0.1019847679999657
1101001111;7718;0.09380906500155106
1110110011;9402;0.10641587601276115
1101001111;9355;0.10832387101254426
1111001111;7656;0.08981143799610436
0100111111;8046;0.1063438740093261
1111000111;8026;0.10179587197490036
1110011110;10874;0.13282942699152045
1011111100;10347;0.1218652950192336
0001111111;9365;0.11968540400266647
1100011111;10028;0.13314717100001872
1010111110;10181;0.12700791301904246
1111101110;8769;0.10468283802038059
1011111010;9233;0.11463267399813049
1111010111;9347;0.10807791398838162
1011101101;7655;0.09556222800165415
1111110101;6834;0.08266379899578169
1001011111;8293;0.10014040698297322
0101111110;8004;0.09289631800493225
1110111100;7681;0.09128758200677112
1001011111;9629;0.11414469801820815
0101111101;8201;0.09436598600586876
0111111100;6561;0.08034183798008598
1111100011;9826;0.11772363499039784
1011110011;8509;0.1011567149835173
1100110011;9348;0.11452668099082075
1101111011;8182;0.0907870220253244
0111111010;8849;0.10171871801139787
1110101111;7922;0.08984424200025387
1111101100;9813;0.12027438098448329
0110101011;11972;0.1454152289952617
1110011101;8202;0.10427801401237957
1011011111;6043;0.07616213499568403
0110101111;9028;0.11832347902236506
1001111111;7395;0.09125108999432996
1101111101;7121;0.08151937200454995
1110011101;8801;0.10611871600849554
1110111110;8911;0.10276969597907737
0111011011;10716;0.13019824799266644
0111101101;7098;0.08574899402447045
1110111101;7423;0.08336455898825079
0011111110;11074;0.1272932310239412
1111100101;8509;0.10341457498725504
0011101111;8486;0.10209642900736071
1001101111;8650;0.10130062702228315
1110100111;12268;0.14631109300535172
1011101110;9331;0.10716214097919874
0111011101;8930;0.10108156202477403
1110111010;11777;0.13416705501731485
1111101101;7939;0.09251224400941283
0111110110;10316;0.12128423497779295
0011111011;9024;0.10490170400589705
0101111101;10231;0.129872110002907
0111001111;9802;0.1146883949986659
1111010111;7671;0.08471738500520587
0111111011;7468;0.08270616599475034
1011111100;8217;0.10619158702320419
1111100111;7364;0.09420915797818452
1111100011;7616;0.09758597300969996
0111110101;8120;0.10339907300658524
1011111010;7325;0.09190759700140916
1111111000;8105;0.09948802102007903
0101111110;10038;0.12914297499810345
0111011011;10631;0.13312612401205115
1110101101;10709;0.12854596902616322
1111011010;9209;0.1097225739795249
1111110100;9993;0.11637617700034752
0011011111;8790;0.10568877001060173
1011001111;9357;0.10728137398837134
0111011010;10124;0.12260515597881749
1001111011;10416;0.1262651410070248
0101101111;9795;0.11910089600132778
1101111001;8312;0.10837507000542246
1001011111;10194;0.12769903900334612
0111111001;9660;0.11335195798892528
1101010111;9798;0.11448360502254218
1101111110;7844;0.08818909799447283
1011111101;6819;0.08085146002122201
1011010111;9983;0.11882055600290187
1101111010;9047;0.11275196098722517
0010111111;9155;0.1114878719963599
1001111111;7711;0.08809799898881465
1101011101;10297;0.12136159301735461
0110101111;10355;0.12237023201305419
1110111001;9318;0.10931185199297033
0101111101;9165;0.10572258901083842
1101111100;8809;0.1016317390021868
1011111011;7951;0.09149258999968879
1111010110;8352;0.10128515798714943
1110111010;9532;0.12114120100159198
1110010111;7147;0.08346440698369406
1111100110;11742;0.1349302550079301
1011001111;10624;0.12781201099278405
1101100111;8264;0.10021313399192877
1100101111;8948;0.10642306401859969
1110111001;7652;0.08876717198290862
1101011101;10561;0.12010504200588912
1011011111;7116;0.08144921300117858
1011110110;9498;0.11647562199505046
0111101011;10341;0.12974037800449878
1100111110;7152;0.08425148300011642
1101011101;7870;0.09671297701424919
0110111011;10715;0.14091338199796155
1010011111;7916;0.1004254330182448
0111011111;7855;0.09443324999301694
1110111110;7586;0.09563107101712376
1101100111;9161;0.11270478300866671
1101011011;7449;0.09566558297956362
1111110010;8828;0.10876324897981249
1101110111;8323;0.09528351499466226
1011010111;6645;0.07822046699584462
1110001111;7481;0.09490452098543756
1011111100;8884;0.11375524700270034
1011111001;9631;0.11373378199641593
1100101111;9307;0.11176123900804669
1110111101;7778;0.09349107698653825
0111101011;9764;0.11410944300587289
1011111100;9156;0.1122505759994965
1011111010;8969;0.11013015400385484
1111101011;8428;0.09850158201879822
1011111110;6056;0.0668225460103713
1001111101;8582;0.10266291900188662
1101111001;7896;0.0907924089988228
1011101111;6013;0.07302394398720935
0001111111;8055;0.09279629198135808
1110101011;9780;0.1130442319845315
1100111110;8316;0.09895722498185933
1110100111;9590;0.11487903099623509
0011111110;7238;0.08621124099590816
1010110111;8019;0.09848796500591561
1011100111;9202;0.10665916401194409
