conf;price;weight;time;complexity;optimal
111101101111110;9713;0;2.091900387313217e-05;15;False
110110010111111;11760;0;8.633003744762391e-06;15;False
110111111100110;12533;0;7.4929994298145175e-06;15;True
001111011111110;12002;0;7.818001904524863e-06;15;False
110100111111011;11867;0;7.547001587226987e-06;15;False
111110100110111;15601;0;7.320995791815221e-06;15;False
011111111001101;11450;0;7.586997526232153e-06;15;False
010011101111111;13821;0;7.13500048732385e-06;15;False
100111110110111;10779;0;7.2730035753920674e-06;15;False
111011011101011;12046;0;7.221999112516642e-06;15;False
110111011110011;14150;0;7.249000191222876e-06;15;False
011110111111100;15031;0;7.3359988164156675e-06;15;False
101111111110110;12342;0;7.988004654180259e-06;15;True
011111011111010;13940;0;7.429996912833303e-06;15;False
001110111110111;12131;0;7.096001354511827e-06;15;False
011011101111110;14105;0;7.823000487405807e-06;15;False
111110011011101;14571;0;6.984999345149845e-06;15;False
111111010111110;14762;0;7.131995516829193e-06;15;True
101001111111110;11026;0;6.936999852769077e-06;15;False
111010110011111;12014;0;7.319998985622078e-06;15;False
111101110101110;12026;0;7.340000593103468e-06;15;False
011111011110110;11337;0;7.537993951700628e-06;15;False
111100111101110;12420;0;8.519993571098894e-06;15;False
101111111111100;14038;0;7.770999218337238e-06;15;False
011111111100111;11272;0;1.0828000085894018e-05;15;False
100101111011111;10842;0;1.0611001926008612e-05;15;False
101010111111011;11300;0;1.1337004252709448e-05;15;False
110110111101110;11445;0;1.1838994396384805e-05;15;False
111001111111011;10440;0;1.2486998457461596e-05;15;False
111110011110111;12949;0;1.1790994904004037e-05;15;False
101111111101110;12800;0;1.39519979711622e-05;15;False
111110011101101;12194;0;1.3115997717250139e-05;15;False
100111011110111;12526;0;1.2194002920296043e-05;15;False
101011111101101;15145;0;1.3060001947451383e-05;15;False
111010011011111;11538;0;1.3682001736015081e-05;15;False
011111110111011;12022;0;1.3908000255469233e-05;15;False
111101101101011;15408;0;1.737199636409059e-05;15;False
111101111010101;12706;0;1.2320997484494e-05;15;False
111110010111110;13038;0;1.2557000445667654e-05;15;False
011111110101111;11798;0;1.0474999726284295e-05;15;False
111001111001111;11333;0;7.371003448497504e-06;15;False
111011011100111;10707;0;7.055998139549047e-06;15;False
111000111111101;14773;0;7.091999577824026e-06;15;False
111101111010011;12947;0;7.15100031811744e-06;15;False
011110101011111;11679;0;7.399001333396882e-06;15;False
011111111101101;12914;0;7.24500569049269e-06;15;False
001111110111111;12726;0;7.258997356984764e-06;15;True
111110101011110;14389;0;6.970003596507013e-06;15;False
011111111001101;12237;0;7.2459952207282186e-06;15;False
101001111111011;12287;0;7.4499985203146935e-06;15;False
111101101011011;10590;0;7.350005034822971e-06;15;False
110011110111101;14046;0;7.547001587226987e-06;15;False
011111111011110;11301;0;7.367998478002846e-06;15;False
110001011111111;13273;0;7.314003596547991e-06;15;False
111101111010101;15354;0;7.224996807053685e-06;15;False
111010101111111;10460;0;7.176997314672917e-06;15;False
110101111011011;11818;0;7.0259993663057685e-06;15;False
111011101011111;13394;0;7.56599911255762e-06;15;False
111011110110110;13793;0;7.005000952631235e-06;15;False
111111001111010;13603;0;7.164999260567129e-06;15;False
111101011001111;14035;0;6.871996447443962e-06;15;False
100111111111010;10867;0;7.1359972935169935e-06;15;False
111001111011011;13733;0;7.4449999374337494e-06;15;False
011011111011111;12661;0;8.303002687171102e-06;15;False
011011100111111;12633;0;7.472001016139984e-06;15;False
110101011100111;14785;0;7.276001269929111e-06;15;False
011111111010111;12302;0;7.640999683644623e-06;15;False
111100111010111;11309;0;7.25399877410382e-06;15;False
111011001111101;14843;0;7.294001989066601e-06;15;False
110101011111111;12396;0;7.2509938036091626e-06;15;False
011111011111110;12309;0;7.308997737709433e-06;15;True
110110111011011;12469;0;7.032998837530613e-06;15;False
011001111101111;14660;0;7.148999429773539e-06;15;False
001111111111101;11711;0;7.629001629538834e-06;15;False
110011111111110;11678;0;7.5219941209070385e-06;15;True
110111111101010;14493;0;7.301001460291445e-06;15;False
101011111111010;12582;0;6.894995749462396e-06;15;False
011001111111101;14195;0;7.180999091360718e-06;15;False
111111011010110;12023;0;7.6210053521208465e-06;15;False
111101010111101;13721;0;7.137001375667751e-06;15;False
111110011111100;12954;0;7.050999556668103e-06;15;False
101101111111010;12087;0;7.079004717525095e-06;15;False
011110111111011;13154;0;7.3599949246272445e-06;15;True
111101111011101;11171;0;7.912996807135642e-06;15;False
111011001111110;12276;0;7.369999366346747e-06;15;False
001101111111101;11369;0;7.3599949246272445e-06;15;False
100111110111110;13690;0;7.224000000860542e-06;15;False
011100111110111;11232;0;7.526999979745597e-06;15;False
111011101111001;12206;0;7.171998731791973e-06;15;False
100111111110111;11798;0;7.228998583741486e-06;15;False
111111101001110;12001;0;6.955000571906567e-06;15;False
010111111110111;13233;0;7.395996362902224e-06;15;False
011111111100101;11129;0;6.939000741112977e-06;15;False
110011111011011;11379;0;7.740003638900816e-06;15;False
110111111010011;15008;0;7.475995516870171e-06;15;False
