conf;price;time;rel_err
1111011011;5977;1.4568009646609426e-05;0.08257866462010745
1110111011;7842;7.834983989596367e-06;0.0
0101111111;9119;6.699992809444666e-06;0.0
1011011110;6872;6.171001587063074e-06;0.14633540372670809
1101101111;7632;6.8160006776452065e-06;0.0121667098110277
0111111010;8655;6.160989869385958e-06;0.06624231308663286
0101111111;9111;6.3019979279488325e-06;0.0008772891764447856
1110110101;7999;6.36599725112319e-06;0.14849904194166488
0110111101;8521;6.309011951088905e-06;0.12837561374795417
1111110011;7334;9.33100818656385e-06;0.022263698173576856
1101001110;8797;1.0418007150292397e-05;0.12632833449200517
1011110101;8860;6.385991582646966e-06;0.07389986411623288
1111011011;7461;6.557005690410733e-06;0.0
1111001011;8146;5.923997377976775e-06;0.10758106923751096
0101111101;7364;5.979003617540002e-06;0.17748240813135263
1011110011;9848;5.991983925923705e-06;0.08899167437557817
0011101111;8507;5.930982297286391e-06;0.10112003381234151
1101010111;9352;5.965994205325842e-06;0.06028938906752412
1111101100;6861;5.9349986258894205e-06;0.19234844025897588
1111101010;7653;6.084999768063426e-06;0.1273660205245154
0101111110;8647;5.963986041024327e-06;0.09379584992664011
1111011010;6791;5.908019375056028e-06;0.18200433630450494
1011101101;7579;6.000977009534836e-06;0.14641288433382138
1011111100;8573;6.432004738599062e-06;0.13351526177481302
1011001111;8842;6.0359889175742865e-06;0.05453378956372968
0110101111;8104;5.9480080381035805e-06;0.1564484230248777
0010111111;9822;5.967012839391828e-06;0.06153258169310147
1111101011;7657;6.204994861036539e-06;0.02842278898616927
1011011111;8406;6.05502282269299e-06;0.01534496895865058
1101101110;7644;5.962996510788798e-06;0.12489982827704636
0111011111;7218;6.211019353941083e-06;0.010148107515085025
1011110110;7079;5.9019948821514845e-06;0.13744364566833192
1111001110;6623;5.894980859011412e-06;0.20900513555475936
1110010111;9324;6.157002644613385e-06;0.09913043478260869
1111111010;9058;6.179994670674205e-06;0.0
1111111100;6326;6.122019840404391e-06;0.04253064931133646
1110110101;8181;5.979993147775531e-06;0.07830103650292924
1101111011;7493;6.391986971721053e-06;0.012910025029640363
1010111111;8874;6.7620130721479654e-06;0.0029213483146067415
