conf;price;time
111001101111111;10050;0.022219904999474238
111010110111110;13567;0.023762189999615657
110111111100110;12533;0.02266469800088089
001011011111111;13451;0.024282377999952587
110110111011101;13049;0.02238259099976858
111110100111101;15668;0.024520424999536772
111101101101101;12945;0.02445565100060776
011011011111110;14258;0.026416393000545213
110111010111101;12322;0.023846160000175587
011111011001111;13667;0.022594686999582336
110010011111111;15228;0.023608749999766587
101010111110111;15451;0.024304832000780152
101111111110110;12342;0.024863478999577637
111111010111010;13968;0.022788801999922725
110110110110111;12761;0.022245056999963708
010011111111110;14890;0.024925790000452253
111111011011001;14942;0.023093272000551224
111111010111110;14762;0.02515544099969702
101010111111101;12897;0.0223398759999327
111010110111011;13270;0.02151559800040559
101111101101110;12964;0.022700435999468027
111111011110010;11948;0.021887058000174875
101101111010111;13558;0.024021369999900344
101101111111101;14210;0.023629082000297785
111111111000111;11634;0.022752619000129926
101111111001110;12226;0.022656000999631942
101100111101111;13152;0.021400767999693926
110101111101110;13100;0.021776589000182867
110101101111111;11559;0.022122227999716415
111110011011111;13196;0.02179954699931841
101111101101111;13147;0.023603312999512127
111001111101101;13052;0.024748595999881218
110111101110011;13719;0.023091113999726076
101011111100111;16230;0.028126748999966367
110011111011101;12515;0.022360551000019768
011111101111011;12223;0.024384575000112818
111001101101111;15567;0.022989838999819767
111111010010111;14342;0.02407424299963168
111110110110101;14722;0.024512398000297253
011110111101111;11905;0.021799129000100947
101011111011011;12549;0.022808539999459754
111011011111001;12378;0.02174767500036978
111010111111001;15336;0.0237057439999262
101101111110101;14422;0.02774109199981467
011110101111011;11804;0.027491628000461787
011011111111101;12938;0.026190230999418418
001111110111111;12726;0.02708675600024435
111110111011010;14642;0.024375060999773268
100111111011101;13334;0.026106690000233357
101110111101011;13127;0.030272369000158506
010101111111011;11176;0.02550677999988693
111011100101111;15326;0.028608070000700536
111110111011110;11463;0.028913301000102365
110101101101111;14541;0.026325445999646035
111011011010111;15847;0.028102504000344197
110110101111111;10539;0.028276265000386047
011111110011011;13159;0.03576928900019993
110011111011111;13929;0.029737059000581212
101011110111110;14096;0.02383062199987762
101111011110011;13850;0.02488194800025667
011001111011111;14904;0.02446567300012248
101011101111011;12448;0.024037251000663673
111110011011011;14445;0.024093764000099327
011111100110111;12756;0.022997971000222606
011111101101101;13726;0.02386832400043204
110001011011111;16321;0.024320348000401282
001111011111111;12870;0.027181221999853733
110100111011111;11726;0.023988575999283057
110111101110011;16061;0.027393077000851918
110111011001111;12452;0.026575593999950797
011111011111110;12309;0.024598494000201754
111111011011010;13655;0.02236204499968153
011011111011110;15558;0.024368719999984023
101110111111101;12611;0.022824386999673152
110011111111110;11678;0.023518447000242304
010111111111010;14926;0.02498588400067092
101011111110110;13532;0.023652083999877505
111001111110101;14282;0.024207417000070564
111110111010110;13401;0.02718307899976935
110111010111101;13904;0.022764713000469783
111111000111101;13412;0.025870098000268626
011111111110010;13482;0.027638542999739002
011110111111011;13154;0.03064620900022419
111101101111101;12220;0.022699097000440815
111001100111111;13227;0.025700733999656222
010111111111001;13015;0.022383464999620628
100111110110111;14236;0.024594999000328244
011111111100110;12907;0.022947593000026245
101111100011111;13063;0.02295480300017516
101111101110111;11883;0.022506885999973747
100111111011101;13209;0.02425961399967491
010011111111111;13364;0.023903694999717118
011111111001110;12461;0.022118820000287087
010011111111011;11855;0.02293196699974942
110011111110011;15565;0.023718082000414142
001111111111101;12915;0.023150491000706097
111011111010101;14375;0.02356220699948608
111010111101111;14032;0.022802609999416745
011101011111011;13357;0.02180007300012221
111111111011001;10793;0.023503446000177064
110110110111011;14400;0.021296390000316023
111111110110011;13094;0.02251179399991088
111010011111111;10174;0.021939782000117702
101111100111011;14660;0.024910828999963996
011011110101111;13308;0.023452282999642193
100110101111111;13346;0.02423055100007332
111010011011111;13887;0.025270090000049095
111110110111010;14062;0.023528739999164827
011111110101110;13032;0.02183799199974601
111111001001111;13067;0.024188540999602992
111101011011011;14967;0.023292171000321105
101110101111101;12691;0.02351287700003013
011111111011100;14191;0.022878140000102576
111101101111101;13014;0.02218928100046469
111110010111101;13710;0.023356490999503876
011011101111101;11640;0.02238154999940889
111110111001101;12508;0.02335505200062471
111101110110011;12319;0.022776370999963547
110011010111111;12517;0.022763019000194618
101111110110110;14847;0.02369229899977654
101110011111111;12964;0.02210031600043294
111101111111010;13202;0.022678602999803843
111111011101011;12945;0.023344433999227476
111110111011110;12878;0.02287761500065244
010110111111111;10846;0.021653999000591284
101111011110101;13386;0.02399845899981301
111010111111010;12475;0.023465813999791862
011111101111011;10920;0.02188979600032326
011110110110111;16005;0.02480970000033267
111111100110110;13629;0.026998858000297332
010111111110101;13627;0.023167188000115857
111011011100110;14720;0.025893107999763743
110111111011001;12653;0.02321326899982523
111111010011101;13709;0.02428089400018507
111010100111111;14676;0.022508982999170257
001111111011101;14436;0.02426690099946427
010111111011110;12563;0.023371012000097835
001111101111101;14906;0.023842841999794473
111111100001111;12662;0.02403583199975401
110111111011011;12410;0.021679018999748223
110101110111011;14045;0.023280388999410206
001111111001111;11813;0.023068526000315615
110111101111011;11022;0.020874296999863873
110011111110111;11635;0.022526542000377958
110101110111111;11486;0.024106358999233635
100011111011111;12034;0.023472124000363692
010111011111011;14182;0.02404997000030562
010111111011011;12978;0.02351224300036847
101101110111011;15870;0.02399822099960147
111111111000101;11164;0.022998780999841983
011011101111011;13938;0.021451429999615357
100101111111111;12851;0.021965664000163088
101111001111110;15000;0.022737008000149217
011111101010111;12843;0.021358880000661884
110111101011110;12831;0.026418710999678297
010110111111011;12635;0.021169005999581714
100111111110011;14928;0.024156688999937614
110110011111110;14320;0.026818729999831703
110101111111110;11178;0.02389755999956833
011011101111111;13390;0.023057954000250902
