conf;price;time
0001;1207;2.4381006369367242e-05
0001;3037;2.019400562858209e-05
1000;2256;1.2885997421108186e-05
1000;8360;1.040300412569195e-05
0001;3487;1.6024998330976814e-05
0100;3088;1.3424003554973751e-05
0010;6384;1.8208993424195796e-05
1110;4919;2.1797000954393297e-05
0100;6540;1.3390999811235815e-05
1000;1891;1.0527000995352864e-05
1000;11186;1.0269002814311534e-05
0010;3927;1.8147002265322953e-05
1000;10802;1.0233998182229698e-05
0001;4267;2.063799911411479e-05
0100;12485;8.903996786102653e-06
1000;3076;1.2864999007433653e-05
1000;5474;1.0224997822660953e-05
0010;4834;1.5011995856184512e-05
1000;7649;1.0066003596875817e-05
0100;1630;1.577600050950423e-05
0010;6232;1.7261998436879367e-05
0100;3855;1.5038000128697604e-05
0001;10120;1.0495001333765686e-05
0001;5446;2.1893996745347977e-05
0010;3611;1.718199928291142e-05
0010;6193;1.8591999833006412e-05
0001;9277;1.2249001883901656e-05
0010;177150;1.2040000001434237e-05
1000;4404;1.0247997124679387e-05
0010;1681;1.467899710405618e-05
0010;4126;1.818899909267202e-05
0001;3541;2.0790001144632697e-05
0001;3493;8.03900184109807e-06
0001;7223;2.203100302722305e-05
0100;3508;1.4500998076982796e-05
0010;6943;1.7473001207690686e-05
0100;4096;1.5628000255674124e-05
1000;6970;1.0269002814311534e-05
0001;6737;2.2118001652415842e-05
0010;4362;1.8013000953942537e-05
0001;8816;8.000002708286047e-06
0001;2439;9.254996257368475e-06
1000;8430;1.0158997611142695e-05
0100;3770;1.303900353377685e-05
1000;1354;1.3044002116657794e-05
0100;4864;8.819995855446905e-06
0010;2188;1.8560996977612376e-05
0010;3538;1.857300230767578e-05
0010;4286;1.7505997675471008e-05
0100;1870;1.3455006410367787e-05
1000;7178;1.0427000233903527e-05
0100;2710;8.720002369955182e-06
1000;6154;1.036300091072917e-05
0100;17186;8.832001185510308e-06
0010;3802;1.5001998690422624e-05
1000;4266;1.028499536914751e-05
0100;4475;1.4856996131129563e-05
1000;2464;1.1800002539530396e-05
0001;5917;7.955000910442322e-06
0010;3668;1.537599746370688e-05
0001;7284;2.2441003238782287e-05
