solvable;conf;price;weight;time;complexity
True;0101010010;5370;262;0.00030022000282770023;38
True;0000000001;1357;101;6.155500159366056e-05;5
True;1111101111;11231;1236;0.00011546799942152575;15
True;1110111111;14190;780;0.0001455530000384897;21
False;1101101001;11668;883;0.00015621799684595317;19
True;1101101011;9749;732;0.00033814999915193766;40
False;1111001111;10641;804;0.00019745899771805853;26
False;0101100111;12243;626;0.0004838349996134639;86
True;1000001100;5321;184;0.00013272899377625436;14
True;1011100011;9767;882;0.00039543599996250123;74
True;1100000101;5011;416;0.0003505060012685135;45
True;1001100001;7154;166;0.0002041669940808788;20
False;0011101010;8706;552;0.0007366909994743764;110
True;1011001101;11262;879;0.0004976799973519519;71
False;0000001110;6284;161;0.00026296400028513744;34
True;1010000001;3226;62;8.14340019132942e-05;6
True;1111111011;11760;715;0.0001396629959344864;10
False;0011100100;7397;519;0.0005491039992193691;62
False;0110010101;7761;412;0.0006378629987011664;111
True;1111110111;10479;1158;0.00011733699648175389;14
True;0000000010;2483;65;6.890600343467668e-05;6
False;1010101011;9386;245;0.00029134599753888324;37
False;0110011011;10754;240;0.00035502700484357774;44
False;0101011111;11300;699;0.0004920540013699792;87
False;0110111011;10016;952;0.00044052199518773705;69
False;0110111001;10721;1006;0.00047262600128306076;73
True;0101000010;5123;101;0.00012913000682601705;13
True;0000000001;2245;43;2.153799869120121e-05;2
True;1110101111;14648;955;0.00029902900132583454;41
False;1111101101;13409;905;0.00012992599658900872;14
False;1101111111;11287;916;0.0001399140019202605;19
False;1010001100;5418;117;0.00021308100258465856;26
False;1111111110;13027;1199;0.0001846169980126433;22
True;0101110011;8835;982;0.00048336599866161123;84
False;0101110011;8493;684;0.0004807759978575632;67
True;0000000101;3186;87;9.4832998001948e-05;11
True;1110101000;10424;675;0.00031910200050333515;38
False;0101000111;6494;259;0.00025529100093990564;37
True;1011111101;7330;1026;0.00020273200061637908;27
True;0011100000;5518;493;0.00042466900049475953;60
False;1110000010;5151;183;0.00020893499458907172;22
True;1001110000;6460;582;0.0004812970000784844;50
False;0111111001;9728;484;0.00033612799597904086;39
False;1010110101;10479;759;0.00027439500263426453;46
False;1111100100;9939;418;0.0003075319982599467;39
True;1110011101;13003;799;0.00032614899828331545;54
False;0111111011;11774;847;0.00020285299979150295;29
True;1110000010;7515;210;0.0001973730031750165;19
False;0100000001;4577;157;9.515499550616369e-05;15
False;0111011111;16793;760;0.00034603700623847544;55
False;0100100100;4380;154;0.00021034700330346823;17
True;1110111111;12044;947;0.00015351100591942668;27
True;0001111000;8185;301;0.0003938369991374202;35
True;0100001000;3487;62;6.11689974903129e-05;7
False;1101110000;10222;391;0.0002178819995606318;23
False;1111011010;11464;896;0.00013532400043914095;16
True;0111001011;8685;406;0.00028995000320719555;38
False;1111101111;14732;1117;0.00010724800085881725;14
False;1111100110;10774;675;0.0001705899994703941;26
True;1110111111;10648;1182;0.0001313660031883046;20
True;0000000000;0;0;1.9701998098753393e-05;1
False;1100100101;6576;284;0.00037404699833132327;54
False;1110101111;11649;619;0.0002771799991023727;44
False;1111100111;8898;913;0.00015780999819980934;24
False;1111111011;11763;1157;0.00018137600272893906;26
True;0011011101;8797;511;0.0008063499990385026;157
False;1100001111;7170;376;0.0003845750034088269;65
True;0001001000;2630;77;3.8831996789667755e-05;4
False;0010011000;3468;43;8.130300557240844e-05;10
False;0011100010;8535;526;0.00027352399774827063;36
True;0011111101;9722;699;0.000537393003469333;94
True;1110111110;10315;760;0.0002116410032613203;32
True;1101011010;10006;395;0.0002147270060959272;24
False;0100100101;8326;660;0.00048626799980411306;85
False;1110011110;12257;607;0.0003928150035790168;62
True;0000010100;2463;156;0.00012805499864043668;19
False;1101110110;11961;872;0.00028899600147269666;47
False;1011111010;10412;570;0.00018359900423092768;24
True;0001111000;4241;172;0.0002060550032183528;33
True;1111001110;13345;724;0.00017941699479706585;26
False;1111110101;12922;831;0.00010012200073106214;14
True;0101010110;7289;368;0.00028009100060444325;44
True;1111101011;10500;1001;0.00028407399804564193;39
False;1000001111;7059;324;0.0005739510015700944;102
False;0111011111;15312;680;0.0004125199993723072;73
False;1111011111;7906;1209;0.00015771100152051076;21
False;0101101111;10836;676;0.0003023060053237714;55
